Winner,Year,State,Democratic,Republican,Independent
rep,1980,South Dakota,31.6918063,60.52523169,6.539763139
rep,1980,Tennessee,48.40771852,48.69888775,2.224940901
rep,1980,Texas,41.42002102,55.28193909,2.457549998
rep,1980,Utah,20.56628193,72.76911466,5.012065102
rep,1980,Vermont,38.40915167,44.36908732,14.89632142
rep,1980,Virginia,40.30874069,53.03279901,5.113417133
rep,1980,Washington,37.31607203,49.65834364,10.62176523
dem,1980,West Virginia,49.81083481,45.30286086,4.295832401
rep,1980,Wisconsin,43.18031551,47.89877447,7.067372684
rep,1980,Wyoming,27.97021159,62.6439481,6.831415912
dem,1980,Washington DC,74.89317898,13.40682849,9.276607491
dem,1976,Nationwide,50.07541135,48.01111051,0
dem,1976,Alabama,55.72726888,42.61487086,1
rep,1976,Alaska,35.65313092,57.9045754,2
rep,1976,Arizona,39.79997819,56.36613578,3
dem,1976,Arkansas,64.93587177,34.93038695,4
rep,1976,California,47.56868367,49.34773437,5
rep,1976,Colorado,42.5805288,54.05125169,6
rep,1976,Connecticut,46.89705442,52.06279143,7
dem,1976,Delaware,51.98402266,46.57131711,8
dem,1976,Florida,51.92610623,46.64243448,9
dem,1976,Georgia,66.74187609,32.96469132,10
dem,1976,Hawaii,50.59199934,48.06128369,11
rep,1976,Idaho,37.11854563,59.88026938,12
rep,1976,Illinois,48.13255735,50.10283263,13
rep,1976,Indiana,45.70038579,53.32274647,14
rep,1976,Iowa,48.4583829,49.46924348,15
rep,1976,Kansas,44.93639368,52.48782423,16
dem,1976,Kentucky,52.75424927,45.56874828,17
dem,1976,Louisiana,51.7322297,45.95025652,18
rep,1976,Maine,48.07018924,48.90647506,19
dem,1976,Maryland,53.03541992,46.96458008,20
dem,1976,Massachusetts,56.11157823,40.44170928,21
rep,1976,Michigan,46.43761791,51.83010656,22
dem,1976,Minnesota,54.89630146,42.02174333,23
dem,1976,Mississippi,49.56184361,47.68196943,24
dem,1976,Missouri,51.10498567,47.47353604,25
rep,1976,Montana,45.40418697,52.83998613,26
rep,1976,Nebraska,38.45718386,59.1943298,27
rep,1976,Nevada,45.80980404,50.16594345,28
rep,1976,New Hampshire,43.47089966,54.748276,29
rep,1976,New Jersey,47.92391503,50.08134094,30
rep,1976,New Mexico,48.28440433,50.74989798,31
dem,1976,New York,51.87236205,47.45319401,32
dem,1976,North Carolina,55.26918671,44.21940204,33
rep,1976,North Dakota,45.80301184,51.6570513,34
dem,1976,Ohio,48.92225514,48.65191605,35
rep,1976,Oklahoma,48.74722019,49.96177619,36
rep,1976,Oregon,47.61806276,47.78439346,37
dem,1976,Pennsylvania,50.39567935,47.73221531,38
dem,1976,Rhode Island,55.36298854,44.08128025,39
dem,1976,South Carolina,56.17099056,43.12765857,40
rep,1976,South Dakota,48.91212526,50.38779026,41
dem,1976,Tennessee,55.94074831,42.94176297,42
dem,1976,Texas,51.13895681,47.97042352,43
rep,1976,Utah,33.64942221,62.43703783,44
rep,1976,Vermont,43.14178489,54.34244497,45
rep,1976,Virginia,47.95821563,49.29332141,46
rep,1976,Washington,46.11426044,49.99774997,47
dem,1976,West Virginia,58.06968138,41.93031862,48
dem,1976,Wisconsin,49.50336357,47.8260973,49
rep,1976,Wyoming,39.80926553,59.30358251,50
dem,1976,Washington DC,81.63122668,16.5095066,51
rep,1972,Nationwide,37.52471026,60.67180978,0
rep,1972,Alabama,25.53670486,72.42879137,0
rep,1972,Alaska,34.62229177,58.12810468,0
rep,1972,Arizona,30.3807928,61.63870208,0
rep,1972,Arkansas,30.7101191,68.82420877,0
rep,1972,California,41.53805357,54.99727409,0
rep,1972,Colorado,34.59330485,62.60604015,0
rep,1972,Connecticut,40.12910711,58.56941927,0
rep,1972,Delaware,39.18332512,59.59552642,0
rep,1972,Florida,27.79861904,71.91465279,0
rep,1972,Georgia,24.64554824,75.03549625,0
rep,1972,Hawaii,37.52081221,62.47918779,0
rep,1972,Idaho,26.04106592,64.23888214,0
rep,1972,Illinois,40.51188634,59.03111765,0
rep,1972,Indiana,33.33607775,66.10843701,0
rep,1972,Iowa,40.47542139,57.60515978,0
rep,1972,Kansas,29.50425447,67.65804856,0
rep,1972,Kentucky,34.76902554,63.36736615,0
rep,1972,Louisiana,28.35421321,65.32171935,0
rep,1972,Maine,38.48434231,61.46077729,0
rep,1972,Maryland,37.35976635,61.2570283,0
dem,1972,Massachusetts,54.19569896,45.22929481,0
rep,1972,Michigan,41.81372795,56.20453683,0
rep,1972,Minnesota,46.06810086,51.57568791,0
rep,1972,Mississippi,19.62682073,78.19720325,0
rep,1972,Missouri,37.70566488,62.29433512,0
rep,1972,Montana,37.84504554,57.92640498,0
rep,1972,Nebraska,29.49752641,70.50247359,0
rep,1972,Nevada,36.31922362,63.68077638,0
rep,1972,New Hampshire,34.85462149,63.97792007,0
rep,1972,New Jersey,36.77433389,61.57360682,0
rep,1972,New Mexico,36.55679383,61.04873669,0
rep,1972,New York,41.20572535,58.54338905,0
rep,1972,North Carolina,28.88855086,69.46402373,0
rep,1972,North Dakota,35.78573618,62.06784688,0
rep,1972,Ohio,38.07008765,59.63257674,0
rep,1972,Oklahoma,23.99718419,73.69890281,0
rep,1972,Oregon,42.32573878,52.44766398,0
rep,1972,Pennsylvania,39.13131342,59.11278161,0
rep,1972,Rhode Island,46.81126866,53.00114476,0
rep,1972,South Carolina,27.92087095,70.57694577,0
rep,1972,South Dakota,45.52315274,54.15350585,0
rep,1972,Tennessee,29.74511773,67.69556986,0
rep,1972,Texas,33.23887311,66.19882893,0
rep,1972,Utah,26.39296433,67.64038322,0
rep,1972,Vermont,36.46721513,62.66461973,0
rep,1972,Virginia,30.12225647,67.8435216,0
rep,1972,Washington,38.63991292,56.91516521,0
rep,1972,West Virginia,36.38973818,63.61026182,0
rep,1972,Wisconsin,43.72488383,53.39928436,0
rep,1972,Wyoming,30.4719379,69.01421996,0
dem,1972,Washington DC,78.09706219,21.55536926,0
rep,1968,Nationwide,42.72109211,43.42046917,13.52611767
dem,1968,Alabama,18.72328956,13.99377284,65.8552057
rep,1968,Alaska,42.64587222,45.28210995,12.07201782
rep,1968,Arizona,35.0177436,54.77537089,9.56450129
rep,1968,Arkansas,30.33202644,31.01461638,38.65335717
rep,1968,California,44.73942049,47.81938078,6.719494643
rep,1968,Colorado,41.31834482,50.46172394,7.496680839
dem,1968,Connecticut,49.47820148,44.31673449,6.101579963
rep,1968,Delaware,41.60808333,45.11608596,13.2758307
rep,1968,Florida,30.93484109,40.53395984,28.53119908
rep,1968,Georgia,26.7495077,30.40241037,42.83488474
dem,1968,Hawaii,59.8277862,38.7036551,1.468558704
rep,1968,Idaho,30.65872664,56.79212042,12.54915294
rep,1968,Illinois,44.15421704,47.07558787,8.462754145
rep,1968,Indiana,37.9855029,50.28661276,11.4479348
rep,1968,Iowa,40.81568175,53.0087822,5.687151039
rep,1968,Kansas,34.7160749,54.84456045,10.18821402
rep,1968,Kentucky,37.64974292,43.79335785,18.28764846
dem,1968,Louisiana,28.21221924,23.46667274,48.32110802
dem,1968,Maine,55.30468066,43.0741902,1.621129141
dem,1968,Maryland,43.58647784,41.94159051,14.47193166
dem,1968,Massachusetts,63.00918794,32.88703087,3.734874035
dem,1968,Michigan,48.18395463,41.45678639,10.04062004
dem,1968,Minnesota,53.99638655,41.46294326,4.339349453
dem,1968,Mississippi,23.01633744,13.52403099,63.45963157
rep,1968,Missouri,43.7382219,44.87046712,11.39131098
rep,1968,Montana,41.58722176,50.59510794,7.293989884
rep,1968,Nebraska,31.8121788,59.8234892,8.364332003
rep,1968,Nevada,39.29372706,47.45749523,13.2487777
rep,1968,New Hampshire,43.92513934,52.10343795,3.758169385
rep,1968,New Jersey,43.96634202,46.09686669,9.118295052
rep,1968,New Mexico,39.74596753,51.84902271,7.863884552
dem,1968,New York,49.75607012,44.29900976,5.285132722
rep,1968,North Carolina,29.23559348,39.50833169,31.25607483
rep,1968,North Dakota,38.23149724,55.9415367,5.746282505
rep,1968,Ohio,42.94736619,45.2310757,11.80632967
rep,1968,Oklahoma,31.98626636,47.68356226,20.33017137
rep,1968,Oregon,43.78432985,49.83187372,6.061696733
dem,1968,Pennsylvania,47.58717908,44.01955969,7.973625548
dem,1968,Rhode Island,64.03064935,31.78155844,4.072207792
rep,1968,South Carolina,29.60889499,38.09128282,32.29922247
rep,1968,South Dakota,41.96164458,53.27414813,4.764207293
rep,1968,Tennessee,28.12976277,37.8492364,34.02100084
dem,1968,Texas,41.13793374,39.87275468,18.97343189
rep,1968,Utah,37.07450635,56.49457602,6.367259234
rep,1968,Vermont,43.52742187,52.75086119,3.162251245
rep,1968,Virginia,32.49283322,43.35827413,23.63827598
dem,1968,Washington,47.23192318,45.12141172,7.436280985
dem,1968,West Virginia,49.60063961,40.77864668,9.620713704
rep,1968,Wisconsin,44.26764282,47.88523817,7.557323572
rep,1968,Wyoming,35.51196887,55.75802838,8.730002751
dem,1968,Washington DC,81.81946089,18.18053911,0
dem,1964,Nationwide,61.05336975,38.46993481,0
rep,1964,Alabama,0,69.45102832,0
dem,1964,Alaska,65.90790824,34.09209176,0
rep,1964,Arizona,49.45254488,50.44719928,0
dem,1964,Arkansas,56.06395849,43.40697969,0
dem,1964,California,59.11195414,40.79451529,0
dem,1964,Colorado,61.26545395,38.19463929,0
dem,1964,Connecticut,67.80600011,32.08625135,0
dem,1964,Delaware,60.94973177,38.78303199,0
dem,1964,Florida,51.14854237,48.85145763,0
rep,1964,Georgia,45.86504771,54.11783706,0
dem,1964,Hawaii,78.7611388,21.2388612,0
dem,1964,Idaho,50.91682423,49.08317577,0
dem,1964,Illinois,59.4711367,40.52754495,0
dem,1964,Indiana,55.97842041,43.56068973,0
dem,1964,Iowa,61.8831461,37.91753585,0
dem,1964,Kansas,54.08875849,45.06102686,0
dem,1964,Kentucky,64.01451097,35.65387796,0
rep,1964,Louisiana,43.18543155,56.81456845,0
dem,1964,Maine,68.79579037,31.13705698,0
dem,1964,Maryland,65.46709815,34.5284234,0
dem,1964,Massachusetts,76.18660541,23.44453552,0
dem,1964,Michigan,66.70455702,33.09766595,0
dem,1964,Minnesota,63.75948721,36.00113737,0
rep,1964,Mississippi,12.8604459,87.1395541,0
dem,1964,Missouri,64.04958746,35.95041254,0
dem,1964,Montana,58.94813156,40.56735145,0
dem,1964,Nebraska,52.6071892,47.3928108,0
dem,1964,Nevada,58.58173414,41.41826586,0
dem,1964,New Hampshire,63.89047981,36.10952019,0
dem,1964,New Jersey,65.60667002,33.85742438,0
dem,1964,New Mexico,59.22103689,40.24174717,0
dem,1964,New York,68.56189947,31.30832129,0
dem,1964,North Carolina,56.15077513,43.84922487,0
dem,1964,North Dakota,57.96841197,41.87755671,0
dem,1964,Ohio,62.94299904,37.05700096,0
dem,1964,Oklahoma,55.74633324,44.25366676,0
dem,1964,Oregon,63.71789573,35.9630169,0
dem,1964,Pennsylvania,64.92131984,34.70380638,0
dem,1964,Rhode Island,80.86907927,19.12758818,0
rep,1964,South Carolina,41.10481824,58.89365724,0
dem,1964,South Dakota,55.61241548,44.38758452,0
dem,1964,Tennessee,55.50498013,44.4920477,0
dem,1964,Texas,63.31574674,36.49162425,0
dem,1964,Utah,54.86448003,45.13551997,0
dem,1964,Vermont,66.29938255,33.68835421,0
dem,1964,Virginia,53.54079137,46.18144871,0
dem,1964,Washington,61.96633284,37.3734661,0
dem,1964,West Virginia,67.93684662,32.06315338,0
dem,1964,Wisconsin,62.08858534,37.74023756,0
dem,1964,Wyoming,56.55847978,43.44152022,0
dem,1964,Washington DC,85.49776683,14.50223317,0
dem,1960,Nationwide,49.71632943,49.55241408,0.731256491
dem,1960,Alabama,56.38941101,42.1598553,1.450733693
rep,1960,Alaska,49.05862217,50.94137783,0
rep,1960,Arizona,44.36260794,55.51969806,0.117694001
dem,1960,Arkansas,50.18541034,43.0581388,6.756450856
rep,1960,California,49.55137708,50.09886918,0.349753742
rep,1960,Colorado,44.90740867,54.63418477,0.458406565
dem,1960,Connecticut,53.72999706,46.26877633,0.00122661
dem,1960,Delaware,50.63477779,48.99915092,0.366071292
rep,1960,Florida,48.48540581,51.51459419,0
dem,1960,Georgia,62.54020937,37.42720042,0.032590213
dem,1960,Hawaii,50.03113072,49.96886928,0
rep,1960,Idaho,46.21501082,53.78498918,0
dem,1960,Illinois,49.98195446,49.79576068,0.222284861
rep,1960,Indiana,44.59941181,55.0314701,0.369118088
rep,1960,Iowa,43.22190908,56.71026291,0.067828012
rep,1960,Kansas,39.1045676,60.44992329,0.445509111
rep,1960,Kentucky,46.40930507,53.59069493,0
dem,1960,Louisiana,50.42004429,28.59049055,20.98946516
rep,1960,Maine,42.95177738,57.04680006,0.001422566
dem,1960,Maryland,53.61335444,46.38636129,0.000284266
dem,1960,Massachusetts,60.22215203,39.55286133,0.224986637
dem,1960,Michigan,50.85050256,48.83606477,0.313432669
dem,1960,Minnesota,50.58301938,49.15502887,0.261951751
dem,1960,Mississippi,36.34223315,24.67074263,38.98702422
dem,1960,Missouri,50.25795819,49.74204181,0
rep,1960,Montana,48.59553496,51.09932668,0.305138357
rep,1960,Nebraska,37.92919531,62.07080469,0
dem,1960,Nevada,51.16205357,48.83794643,0
rep,1960,New Hampshire,46.58220658,53.41779342,0
dem,1960,New Jersey,49.9588729,49.16225856,0.878868534
dem,1960,New Mexico,50.15219844,49.41483155,0.432970007
dem,1960,New York,52.53111371,47.26898447,0.199901825
dem,1960,North Carolina,52.1086459,47.8913541,0
rep,1960,North Dakota,44.52198211,55.42127134,0.056746555
rep,1960,Ohio,46.71585462,53.28414538,0
rep,1960,Oklahoma,40.98001439,59.01998561,0
rep,1960,Oregon,47.31994627,52.55653827,0.123515464
dem,1960,Pennsylvania,51.05884482,48.7353644,0.205790784
dem,1960,Rhode Island,63.62755373,36.37219969,0.000246588
dem,1960,South Carolina,51.23743173,48.76230967,0.000258606
rep,1960,South Dakota,41.78643792,58.21356208,0
rep,1960,Tennessee,45.77454478,52.91702162,1.308433607
dem,1960,Texas,50.5203186,48.51879032,0.96089108
rep,1960,Utah,45.16785025,54.80546237,0.026687376
rep,1960,Vermont,41.34852143,58.64729507,0.0041835
rep,1960,Virginia,46.96707106,52.43651881,0.596410132
rep,1960,Washington,48.26929087,50.68356889,1.047140238
dem,1960,West Virginia,52.7328741,47.2671259,0
rep,1960,Wisconsin,48.04890688,51.77169157,0.179401555
rep,1960,Wyoming,44.98515435,55.01484565,0
rep,1960,Washington DC,0,0,0
rep,1956,Nationwide,41.96581344,57.36543815,0.668748413
dem,1956,Alabama,56.52251792,39.38527304,4.092209044
rep,1956,Alaska,0,0,0
rep,1956,Arizona,38.90093151,60.99464802,0.104420466
dem,1956,Arkansas,52.45737532,45.81894474,1.723679939
rep,1956,California,44.27328631,55.38732848,0.339385203
rep,1956,Colorado,39.81410823,59.49245484,0.693436932
rep,1956,Connecticut,36.260978,63.72067126,0.018350743
rep,1956,Delaware,44.62154752,55.09191631,0.286536171
rep,1956,Florida,42.72927007,57.27072993,0
dem,1956,Georgia,66.4818834,32.65388557,0.864231024
rep,1956,Hawaii,0,0,0
rep,1956,Idaho,38.78104979,61.16693347,0.052016748
rep,1956,Illinois,40.28858692,59.52087021,0.190542875
rep,1956,Indiana,39.69944399,59.90108411,0.399471895
rep,1956,Iowa,40.65062646,59.06433364,0.285039901
rep,1956,Kansas,34.20714511,65.44099058,0.351864315
rep,1956,Kentucky,45.21263422,54.29771163,0.489654158
rep,1956,Louisiana,39.50763023,53.28316687,7.209202907
rep,1956,Maine,29.13456125,70.86543875,0
rep,1956,Maryland,39.96488447,60.03511553,0
rep,1956,Massachusetts,40.37417831,59.32269281,0.303128883
rep,1956,Michigan,44.1458246,55.62943683,0.224738579
rep,1956,Minnesota,46.08378327,53.67905344,0.237163294
dem,1956,Mississippi,58.23033742,24.4550653,17.31459728
dem,1956,Missouri,50.10870028,49.89129972,0
rep,1956,Montana,42.86520314,57.13479686,0
rep,1956,Nebraska,34.48557275,65.51442725,0
rep,1956,Nevada,42.03166855,57.96833145,0
rep,1956,New Hampshire,33.84495532,66.11347071,0.041573968
rep,1956,New Jersey,34.22826924,64.68358242,1.088148349
rep,1956,New Mexico,41.78303915,57.8073927,0.409568142
rep,1956,New York,38.77962358,61.18898076,0.031395665
dem,1956,North Carolina,50.66352549,49.33647451,0
rep,1956,North Dakota,38.08875118,61.72108461,0.190164218
rep,1956,Ohio,38.88579019,61.11420981,0
rep,1956,Oklahoma,44.86891255,55.13108745,0
rep,1956,Oregon,44.75330922,55.24669078,0
rep,1956,Pennsylvania,43.30312905,56.48968219,0.207188764
rep,1956,Rhode Island,41.74030149,58.25918253,0.000515981
dem,1956,South Carolina,45.36916592,25.18439167,29.44644241
rep,1956,South Dakota,41.61479903,58.38520097,0
rep,1956,Tennessee,48.59538601,49.21077619,2.193837795
rep,1956,Texas,43.97536237,55.25922441,0.765413222
rep,1956,Utah,35.43885388,64.56114612,0
rep,1956,Vermont,27.81380329,72.16070285,0.025493862
rep,1956,Virginia,38.36224064,55.36836405,6.26939531
rep,1956,Washington,45.44330513,53.90876097,0.647933902
rep,1956,West Virginia,45.92197451,54.07802549,0
rep,1956,Wisconsin,37.84237674,61.58066967,0.576953587
rep,1956,Wyoming,39.92201536,60.07798464,0
rep,1956,Washington DC,0,0,0
rep,1952,Nationwide,44.33073538,55.1813075,0
dem,1952,Alabama,64.55341218,35.02088614,0
rep,1952,Alaska,0,0,0
rep,1952,Arizona,41.65022835,58.34977165,0
dem,1952,Arkansas,55.9041502,43.76358696,0
rep,1952,California,42.26532747,56.82913912,0
rep,1952,Colorado,38.96251883,60.27300299,0
rep,1952,Connecticut,43.90957881,55.70296952,0
rep,1952,Delaware,47.87530527,51.75061054,0
rep,1952,Florida,44.97456377,54.98995792,0
dem,1952,Georgia,69.65857125,30.34127627,0
rep,1952,Hawaii,0,0,0
rep,1952,Idaho,34.42082894,65.41879803,0
rep,1952,Illinois,44.94295767,54.8380985,0
rep,1952,Indiana,40.99216243,58.11100456,0
rep,1952,Iowa,35.58658641,63.75498218,0
rep,1952,Kansas,30.49613576,68.77096431,0
dem,1952,Kentucky,49.91491701,49.84443406,0
dem,1952,Louisiana,52.92214764,47.07785236,0
rep,1952,Maine,33.77223653,66.04953011,0
rep,1952,Maryland,43.82534027,55.36397236,0
rep,1952,Massachusetts,45.46135392,54.22195538,0
rep,1952,Michigan,43.97414843,55.43962821,0
rep,1952,Minnesota,44.10768382,55.32587208,0
dem,1952,Mississippi,60.43665859,39.56334141,0
rep,1952,Missouri,49.14373842,50.70811633,0
rep,1952,Montana,40.07478201,59.38567068,0
rep,1952,Nebraska,30.84620936,69.15379064,0
rep,1952,Nevada,38.55456868,61.44543132,0
rep,1952,New Hampshire,39.07785309,60.92214691,0
rep,1952,New Jersey,41.98715962,56.81266052,0
rep,1952,New Mexico,44.28225374,55.39210756,0
rep,1952,New York,43.55353586,55.45288101,0
dem,1952,North Carolina,53.91011718,46.08988282,0
rep,1952,North Dakota,28.39183051,70.97106176,0
rep,1952,Ohio,43.24430292,56.75569708,0
rep,1952,Oklahoma,45.4105654,54.5894346,0
rep,1952,Oregon,38.92892546,60.54378118,0
rep,1952,Pennsylvania,46.85185602,52.73532739,0
rep,1952,Rhode Island,49.0455925,50.88926846,0
dem,1952,South Carolina,50.72151891,49.27848109,0
rep,1952,South Dakota,30.72756496,69.27243504,0
rep,1952,Tennessee,49.71245405,49.98549106,0
rep,1952,Texas,46.68849768,53.12652641,0
rep,1952,Utah,41.0749073,58.9250927,0
rep,1952,Vermont,28.23381546,71.45034092,0
rep,1952,Virginia,43.3567483,56.32454344,0
rep,1952,Washington,44.69406225,54.33052086,0
dem,1952,West Virginia,51.9236493,48.0763507,0
rep,1952,Wisconsin,38.70764043,60.95323417,0
rep,1952,Wyoming,37.08597999,62.70512414,0
rep,1952,Washington DC,0,0,0
dem,1948,Nationwide,49.55321386,45.06900851,2.371830881
rep,1948,Alabama,0,19.03898037,0.707972835
rep,1948,Alaska,0,0,0
dem,1948,Arizona,53.7943693,43.82401943,1.869370005
dem,1948,Arkansas,61.72141458,21.01618724,0.309722652
dem,1948,California,47.5721975,47.12796448,4.734034591
dem,1948,Colorado,51.87670916,46.52499723,1.186832467
rep,1948,Connecticut,47.91039911,49.54669854,1.55209062
rep,1948,Delaware,48.76072279,50.03703091,0.754999173
dem,1948,Florida,48.81700289,33.63323021,2.011623096
dem,1948,Georgia,60.80895206,18.31365638,0.390673506
rep,1948,Hawaii,0,0,0
dem,1948,Idaho,49.98231044,47.25625652,2.314538954
dem,1948,Illinois,50.0675695,49.22390454,0
rep,1948,Indiana,48.77588283,49.5756587,0.582593795
dem,1948,Iowa,50.31244221,47.58078808,1.167805739
rep,1948,Kansas,44.61124795,53.62941308,0.583530569
dem,1948,Kentucky,56.73755072,41.47653095,0.190480127
dem,1948,Louisiana,32.74854925,17.45152953,0.728978517
rep,1948,Maine,42.26610622,56.73725117,0.711509919
rep,1948,Maryland,48.01478043,49.40450954,1.672936898
dem,1948,Massachusetts,54.6610439,43.156478,1.810837977
rep,1948,Michigan,47.56559154,49.23163487,2.204910957
dem,1948,Minnesota,57.16475311,39.89495358,2.298746273
dem,1948,Mississippi,10.08585254,2.623965867,0.117071648
dem,1948,Missouri,58.10837005,41.49419623,0.253257892
dem,1948,Montana,53.09080694,43.14734392,3.260685399
rep,1948,Nebraska,45.84713871,54.15265677,0
dem,1948,Nevada,50.37429367,47.26081427,2.364892059
rep,1948,New Hampshire,46.66220187,52.41055997,0.851192534
rep,1948,New Jersey,45.93125098,50.32553583,2.189371421
dem,1948,New Mexico,56.37886701,42.92831827,0.554358692
rep,1948,New York,44.99802703,45.98465777,8.247290363
dem,1948,North Carolina,58.02133191,32.68061915,0.494812369
rep,1948,North Dakota,43.40963048,52.16613204,3.801718045
dem,1948,Ohio,49.48078572,49.23872754,1.280486746
dem,1948,Oklahoma,62.74703817,37.25296183,0
rep,1948,Oregon,46.39501603,49.7832392,2.857960617
rep,1948,Pennsylvania,46.91717704,50.92695122,1.476808951
dem,1948,Rhode Island,57.59378948,41.43612184,0.799201714
dem,1948,South Carolina,24.14446136,3.777766867,0.108016357
rep,1948,South Dakota,47.04144259,51.83862778,1.11992963
dem,1948,Tennessee,49.1387159,36.87448095,0.338734796
dem,1948,Texas,65.96112124,24.28557824,0.313706158
dem,1948,Utah,53.98056496,45.02343425,0.969580717
rep,1948,Vermont,36.92353828,61.53733932,1.036617983
dem,1948,Virginia,47.89102601,41.04175015,0.488245845
dem,1948,Washington,52.61148721,42.68395762,3.501650169
dem,1948,West Virginia,57.320601,42.23719533,0.442203673
dem,1948,Wisconsin,50.69783835,46.28438283,1.980106516
dem,1948,Wyoming,51.61843727,47.2733547,0.917919645
rep,1948,Washington DC,0,0,0
dem,1944,Nationwide,53.38572,45.89258765,0
dem,1944,Alabama,81.27627756,18.19868188,0
rep,1944,Alaska,0,0,0
dem,1944,Arizona,58.79797143,40.89614485,0
dem,1944,Arkansas,69.95172666,29.84259511,0
dem,1944,California,56.47925587,42.97127845,0
rep,1944,Colorado,46.39859496,53.20995012,0
dem,1944,Connecticut,52.30183055,46.93890552,0
dem,1944,Delaware,54.3757628,45.26686928,0
dem,1944,Florida,70.32379318,29.67620682,0
dem,1944,Georgia,81.73716661,18.25003276,0
rep,1944,Hawaii,0,0,0
dem,1944,Idaho,51.55457203,48.06860566,0
dem,1944,Illinois,51.5224869,48.04967021,0
rep,1944,Indiana,46.73208575,52.38297437,0
rep,1944,Iowa,47.48968981,51.99197415,0
rep,1944,Kansas,39.17517062,60.24944942,0
dem,1944,Kentucky,54.45069309,45.2170186,0
dem,1944,Louisiana,80.5889239,19.391327,0
rep,1944,Maine,47.44635628,52.44062078,0
dem,1944,Maryland,51.85236318,48.14763682,0
dem,1944,Massachusetts,52.80330908,46.99170945,0
dem,1944,Michigan,50.19442478,49.17520813,0
dem,1944,Minnesota,52.40771228,46.8593879,0
dem,1944,Mississippi,93.55786317,6.442136828,0
dem,1944,Missouri,51.37153301,48.42840009,0
dem,1944,Montana,54.28178727,44.92922765,0
rep,1944,Nebraska,41.41985985,58.58014015,0
dem,1944,Nevada,54.62071763,45.37928237,0
dem,1944,New Hampshire,52.11190322,47.86719332,0
dem,1944,New Jersey,50.30520516,48.9537678,0
dem,1944,New Mexico,53.46625062,46.43652488,0
dem,1944,New York,52.30859149,47.29671605,0
dem,1944,North Carolina,66.71258383,33.28741617,0
rep,1944,North Dakota,45.48464603,53.83769888,0
rep,1944,Ohio,49.81716151,50.18283849,0
dem,1944,Oklahoma,55.56725654,44.20261376,0
dem,1944,Oregon,51.78309976,46.93666731,0
dem,1944,Pennsylvania,51.13530567,48.35715677,0
dem,1944,Rhode Island,58.59340542,41.26191208,0
dem,1944,South Carolina,87.64304716,4.45949214,0
rep,1944,South Dakota,41.67212465,58.32787535,0
dem,1944,Tennessee,60.44876364,39.22344583,0
dem,1944,Texas,71.42335554,16.6408625,0
dem,1944,Utah,60.44160938,39.42146996,0
rep,1944,Vermont,42.93201235,57.0568199,0
dem,1944,Virginia,62.36431265,37.3870291,0
dem,1944,Washington,56.84434002,42.2372035,0
dem,1944,West Virginia,54.88809328,45.11190672,0
rep,1944,Wisconsin,48.5690198,50.37008495,0
rep,1944,Wyoming,48.76554174,51.23445826,0
rep,1944,Washington DC,0,0,0
dem,1940,Nationwide,54.72428023,44.77472656,0
dem,1940,Alabama,85.21747406,14.33761926,0
rep,1940,Alaska,0,0,0
dem,1940,Arizona,63.49482468,36.01063723,0
dem,1940,Arkansas,79.01745017,20.98254983,0
dem,1940,California,57.44074797,41.34308373,0
rep,1940,Colorado,48.37013938,50.92421913,0
dem,1940,Connecticut,53.43825096,46.29789815,0
dem,1940,Delaware,54.701776,45.052576,0
dem,1940,Florida,74.01440189,25.98559811,0
dem,1940,Georgia,84.84823277,14.83277929,0
rep,1940,Hawaii,0,0,0
dem,1940,Idaho,54.36198803,45.30931079,0
dem,1940,Illinois,50.97124541,48.53654691,0
rep,1940,Indiana,49.02899851,50.45393429,0
rep,1940,Iowa,47.62100656,52.0285002,0
rep,1940,Kansas,42.39524257,56.86047958,0
dem,1940,Kentucky,57.44622295,42.30052063,0
dem,1940,Louisiana,85.88415412,14.0868374,0
rep,1940,Maine,48.77135021,51.10054856,0
dem,1940,Maryland,58.25421857,40.83124658,0
dem,1940,Massachusetts,53.10931019,46.35931155,0
rep,1940,Michigan,49.52186771,49.85390203,0
dem,1940,Minnesota,51.486747,47.65662714,0
dem,1940,Mississippi,95.70195195,4.188279188,0
dem,1940,Missouri,52.26922844,47.4993306,0
dem,1940,Montana,58.77929424,40.17339525,0
rep,1940,Nebraska,42.81318703,57.18681297,0
dem,1940,Nevada,60.0763531,39.9236469,0
dem,1940,New Hampshire,53.22085303,46.77914697,0
dem,1940,New Jersey,51.54784259,47.93156277,0
dem,1940,New Mexico,56.58634275,43.28051163,0
dem,1940,New York,51.50413445,47.94943598,0
dem,1940,North Carolina,74.03105581,25.96894419,0
rep,1940,North Dakota,44.17629775,55.05832072,0
dem,1940,Ohio,52.20436566,47.79563434,0
dem,1940,Oklahoma,57.40814706,42.22548208,0
dem,1940,Oregon,53.69773917,45.62276619,0
dem,1940,Pennsylvania,53.22841955,46.33440835,0
dem,1940,Rhode Island,56.728362,43.17417515,0
dem,1940,South Carolina,95.63065951,4.367337126,0
rep,1940,South Dakota,42.59095345,57.40904655,0
dem,1940,Tennessee,67.25048439,32.35377939,0
dem,1940,Texas,80.92031256,18.91384053,0
dem,1940,Utah,62.25390305,37.58832051,0
rep,1940,Vermont,44.92387916,54.78114384,0
dem,1940,Virginia,68.07739024,31.55244989,0
dem,1940,Washington,58.21690456,40.57818206,0
